n, Fixed rect., Sliding rect.
10, 2.54176, 2.66263
15, 3.19279, 3.4834
20, 2.98597, 3.31671
25, 3.21466, 3.76743
30, 3.01166, 3.5383
35, 3.29913, 3.88195
40, 3.18891, 3.81938
45, 3.46214, 3.96865
50, 3.80351, 4.4881
55, 4.16886, 4.60156
60, 4.21429, 4.71813
65, 4.68203, 4.94907
70, 4.95475, 5.16693
75, 5.00048, 5.20811
80, 4.92322, 5.44859
85, 4.92442, 5.30961
90, 5.01465, 5.34222
95, 5.17723, 5.44838
100, 5.04065, 5.39708
