n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 10.5739, 7.04901, 10.7941, 6.85571
15, 11.1243, 7.89303, 11.2731, 8.0193
20, 11.0529, 8.1091, 11.2349, 8.1026
25, 11.2125, 8.48584, 11.3615, 8.19798
30, 11.0191, 7.99036, 11.2257, 7.71785
35, 10.9331, 8.6781, 11.1098, 8.11147
40, 10.6365, 8.24395, 10.8736, 7.75457
45, 10.9301, 8.39772, 11.1402, 7.84125
50, 11.1391, 8.02978, 11.3079, 7.66801
55, 11.2502, 8.44801, 11.418, 7.87384
60, 11.0932, 8.28478, 11.2262, 7.72497
65, 11.5368, 8.59827, 11.4395, 8.03593
70, 11.2964, 8.40951, 11.1385, 7.79321
75, 11.3735, 8.57093, 11.3349, 8.02836
80, 11.2359, 8.52805, 11.1267, 7.71305
85, 11.4854, 8.70528, 11.4921, 7.94482
90, 11.2718, 8.76267, 11.2748, 8.00242
95, 11.2801, 8.63637, 11.2899, 7.97796
100, 11.2187, 8.76229, 11.236, 7.93334
