n, Fixed rect., Sliding rect.
10, 2.41671, 2.5876
15, 3.07684, 3.40294
20, 2.8611, 3.1633
25, 3.10588, 3.52751
30, 2.84813, 3.40581
35, 3.15492, 3.6588
40, 2.89126, 3.5669
45, 3.34609, 4.04772
50, 3.44951, 4.01258
55, 3.8232, 4.38016
60, 4.07034, 4.46484
65, 4.30718, 4.36557
70, 4.5511, 4.68482
75, 4.61295, 4.58144
80, 4.51679, 4.69373
85, 4.56671, 4.6519
90, 4.49991, 4.70789
95, 4.62304, 4.91562
100, 4.42744, 4.51987
