n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 5.67204, 3.85106, 5.62025, 3.7238
15, 6.02739, 4.23442, 6.03642, 4.31752
20, 6.02183, 4.336, 6.04278, 4.47196
25, 6.08097, 4.34419, 6.12279, 4.45117
30, 5.94359, 4.09895, 6.00453, 4.2193
35, 5.89949, 4.35323, 5.97273, 4.47717
40, 5.76085, 4.1324, 5.85873, 4.2444
45, 5.99219, 4.21255, 6.0771, 4.27325
50, 6.01711, 4.18263, 6.12299, 4.26302
55, 6.08238, 4.25644, 6.1543, 4.35251
60, 6.06558, 4.13597, 6.15484, 4.21969
65, 6.39392, 4.2399, 6.39014, 4.37461
70, 6.22429, 4.17958, 6.20318, 4.27286
75, 6.23966, 4.2197, 6.25076, 4.45611
80, 6.13441, 4.15029, 6.17445, 4.26916
85, 6.18523, 4.22852, 6.22287, 4.34541
90, 6.20487, 4.21116, 6.22698, 4.36735
95, 6.26245, 4.20735, 6.31046, 4.36581
100, 6.11145, 4.24126, 6.16944, 4.41436
