n, Fixed rect., Sliding rect.
10, 2.0726, 1.99634
15, 2.5479, 2.45909
20, 2.84886, 2.69166
25, 4.16319, 3.57615
30, 4.24205, 3.44747
35, 4.99543, 3.82584
40, 5.25829, 3.82368
45, 6.34608, 4.81746
50, 5.92132, 4.60003
55, 6.77375, 5.78755
60, 7.33032, 6.22696
65, 7.65907, 6.27315
70, 8.13289, 6.44942
75, 7.88389, 6.60816
80, 8.30296, 6.45427
85, 7.41611, 5.98996
90, 8.61668, 6.97061
95, 8.47779, 6.52701
100, 8.40843, 6.86032
