n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 0.530673, 0.802334, 0.467566, 0.399766
15, 0.585187, 0.772338, 0.512633, 0.451716
20, 0.582983, 0.748561, 0.546942, 0.471265
25, 0.723561, 0.754217, 0.720413, 0.572607
30, 0.722686, 0.775725, 0.699928, 0.576668
35, 0.711166, 0.76382, 0.729066, 0.620049
40, 0.738925, 0.778381, 0.74084, 0.659922
45, 0.839167, 0.796176, 0.90973, 0.703009
50, 0.794455, 0.80618, 0.893217, 0.656669
55, 0.934535, 0.861922, 1.15661, 0.760502
60, 1.05596, 0.864711, 1.19371, 0.791869
65, 1.19792, 0.875875, 1.25738, 0.851522
70, 1.23542, 0.933226, 1.34544, 0.862322
75, 1.25091, 0.954464, 1.35204, 0.9115
80, 1.29397, 1.03695, 1.39112, 0.992343
85, 1.23429, 1.00541, 1.32127, 0.992232
90, 1.36313, 1.07921, 1.43879, 1.0653
95, 1.26793, 1.12664, 1.35273, 1.09999
100, 1.3633, 1.14931, 1.43428, 1.23042
