n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 5.58821, 6.05847, 5.82067, 5.76924
15, 5.20607, 6.80087, 5.40109, 6.42414
20, 5.64746, 7.18246, 5.82813, 6.81051
25, 6.06644, 7.77438, 6.04327, 7.37341
30, 6.30448, 7.9806, 6.30661, 7.64956
35, 6.47807, 8.31768, 6.17744, 7.66083
40, 6.7898, 8.63708, 6.55691, 7.99541
45, 7.33472, 8.78035, 7.16035, 8.30222
50, 7.4531, 8.69258, 6.7326, 8.26272
55, 7.91025, 9.02598, 7.40939, 8.5584
60, 8.11572, 8.91017, 7.4864, 8.48851
65, 8.54398, 9.21676, 7.90983, 8.82534
70, 8.67884, 9.19823, 7.94262, 8.80618
75, 8.75081, 9.21489, 7.97096, 8.83485
80, 8.76961, 9.25512, 8.01803, 8.83632
85, 8.97452, 9.32736, 8.25952, 9.02195
90, 9.23817, 9.46131, 8.68902, 9.19737
95, 8.73142, 9.36723, 8.28956, 9.17459
100, 9.21384, 9.47453, 8.40812, 9.17627
