n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 1.67722, 2.05675, 1.37947, 0.697271
15, 1.88906, 2.19815, 1.50112, 0.927396
20, 2.11419, 2.27094, 1.57528, 1.01466
25, 2.86988, 2.42023, 2.04312, 1.3335
30, 2.77001, 2.52821, 1.91229, 1.43472
35, 3.12309, 2.57432, 2.12507, 1.56549
40, 3.26505, 2.6984, 2.07385, 1.70208
45, 3.652, 2.73164, 2.58679, 1.82301
50, 3.35765, 2.74725, 2.47958, 1.73604
55, 3.87883, 3.17234, 3.07302, 2.14785
60, 4.01155, 2.88796, 3.26811, 2.13089
65, 4.40595, 3.11799, 3.33092, 2.34457
70, 4.41072, 3.40353, 3.37372, 2.37526
75, 4.22192, 3.33565, 3.47016, 2.51669
80, 4.48951, 3.46085, 3.36523, 2.76207
85, 4.18169, 3.21397, 3.14058, 2.73202
90, 4.56295, 3.4963, 3.61631, 2.98848
95, 4.52994, 3.42301, 3.40334, 3.03028
100, 4.43336, 3.55105, 3.55061, 3.53387
