n, Fixed rect., Sliding rect.
10, 0.893446, 0.853295
15, 0.953876, 0.928039
20, 0.947861, 1.01755
25, 1.20874, 1.36212
30, 1.18935, 1.33982
35, 1.17237, 1.40678
40, 1.2448, 1.41467
45, 1.46677, 1.76051
50, 1.43521, 1.74578
55, 1.75219, 2.29184
60, 2.02516, 2.35585
65, 2.35385, 2.52176
70, 2.41518, 2.69078
75, 2.46262, 2.70125
80, 2.54599, 2.77683
85, 2.41576, 2.63693
90, 2.68695, 2.87191
95, 2.49883, 2.70016
100, 2.68416, 2.85726
