n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 0.981982, 2.38237, 0.332284, 1.29409
20, 0.927433, 2.37272, 0.503647, 2.07221
30, 0.895791, 2.38384, 0.594665, 2.42008
40, 0.892415, 2.40176, 0.709363, 2.64682
50, 0.947294, 2.50404, 0.866172, 2.84689
60, 0.943715, 2.50361, 0.926239, 2.90064
70, 0.944724, 2.47899, 1.06605, 2.95532
80, 0.965039, 2.53496, 1.05003, 3.01386
90, 0.965403, 2.52284, 1.08968, 3.0001
100, 0.986404, 2.49842, 1.06377, 3.11714
