n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 6.23404, 4.30377, 5.70029, 3.1775
20, 6.27878, 4.34891, 5.89809, 3.88319
30, 6.24784, 4.44801, 5.94727, 4.17376
40, 6.21342, 4.63711, 6.00501, 4.61018
50, 6.20859, 4.58184, 6.1607, 4.69224
60, 6.19308, 4.65143, 6.15265, 4.7115
70, 6.22967, 4.77007, 6.29462, 5.12836
80, 6.28972, 4.74161, 6.35239, 5.07973
90, 6.22517, 4.872, 6.34555, 5.35103
100, 6.21182, 4.852, 6.32069, 5.42756
