n, Fixed rect., Sliding rect.
10, 4.22049, 2.23179
20, 4.6192, 3.25142
30, 5.03743, 4.06485
40, 5.10779, 4.56435
50, 5.29239, 5.18747
60, 5.18701, 5.35991
70, 5.33882, 5.76235
80, 5.39622, 5.92304
90, 5.49514, 5.95662
100, 5.52564, 5.96245
