n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 4.43844, 8.48317, 0.761916, 2.5088
20, 6.11329, 10.6518, 1.42258, 4.54141
30, 6.20207, 11.7409, 2.08123, 5.78955
40, 6.68733, 12.3059, 3.2012, 6.57943
50, 7.79666, 13.9481, 5.02161, 7.40147
60, 8.43564, 13.9435, 5.99894, 7.79737
70, 8.56049, 13.9896, 7.25591, 8.37228
80, 9.72343, 14.5052, 7.63021, 8.81699
90, 8.89824, 14.0872, 8.05178, 8.88575
100, 10.173, 14.6429, 8.03328, 9.70595
