n, Fixed rect., Sliding rect.
10, 8.99621, 5.40114
15, 9.7521, 7.24286
20, 11.3156, 8.65032
25, 12.2042, 9.358
30, 12.8648, 10.2071
35, 12.8779, 10.7541
40, 12.9263, 12.0414
45, 13.3577, 13.1613
50, 14.2957, 14.002
55, 14.1705, 14.1176
60, 14.6169, 14.6826
65, 15.1975, 15.526
70, 14.8635, 15.9681
75, 14.9154, 16.2271
80, 15.4507, 16.1807
85, 15.8018, 16.7623
90, 16.2689, 17.4252
95, 16.6505, 16.9259
100, 16.7425, 17.4913
