n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 11.4811, 8.63199, 11.2308, 6.02861
15, 11.8305, 9.00166, 11.5345, 6.83722
20, 11.7177, 9.37788, 11.484, 7.19554
25, 11.9741, 9.823, 11.7565, 7.81569
30, 11.6553, 9.70488, 11.6289, 7.71345
35, 11.9791, 9.97632, 11.9295, 8.28605
40, 11.8448, 10.1154, 11.801, 8.54413
45, 11.9453, 10.191, 12.0344, 8.55223
50, 11.9751, 10.1356, 12.1612, 8.79144
55, 11.8237, 10.626, 11.8498, 9.1604
60, 11.856, 10.3276, 11.9561, 8.91396
65, 12.1014, 10.9736, 12.1859, 9.69271
70, 12.1572, 10.8284, 12.1014, 9.61228
75, 11.9018, 10.7112, 11.9403, 9.68547
80, 12.0531, 10.5514, 12.1251, 9.47723
85, 11.949, 10.7329, 11.9237, 9.94878
90, 11.9837, 10.8849, 12.043, 9.9643
95, 12.0399, 10.6784, 12.0504, 10.1263
100, 12.1785, 10.9843, 12.313, 10.1465
