n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 6.87248, 8.77079, 4.01913, 3.88852
15, 7.96917, 10.0463, 5.08005, 5.49863
20, 8.47565, 10.9216, 5.83349, 7.22438
25, 9.05503, 11.8319, 6.42545, 8.32127
30, 9.51076, 12.5282, 6.74316, 9.3162
35, 9.501, 12.734, 7.22072, 9.91619
40, 9.25127, 12.6518, 7.62578, 10.484
45, 9.76308, 13.2556, 8.29867, 10.9552
50, 9.81646, 13.9181, 8.60986, 11.8862
55, 9.90876, 13.7187, 8.66014, 11.9762
60, 10.1894, 13.9465, 9.16754, 12.3943
65, 9.94537, 14.3487, 9.23155, 12.6069
70, 10.3493, 14.6831, 9.67886, 13.0852
75, 10.1827, 14.5988, 9.76915, 13.1865
80, 10.4054, 14.6714, 9.79274, 13.4872
85, 10.2753, 14.6995, 9.86347, 13.6795
90, 10.512, 15.081, 10.0895, 13.7725
95, 10.3836, 15.4328, 10.0347, 14.316
100, 10.5846, 15.2824, 10.0805, 14.3514
