n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 6.35877, 4.73375, 5.62895, 3.74222
15, 6.68218, 5.01186, 6.03921, 4.40118
20, 6.5328, 4.92281, 6.04664, 4.4433
25, 6.58408, 4.9365, 6.15965, 4.5317
30, 6.39449, 4.67537, 6.03073, 4.32285
35, 6.32646, 4.92812, 5.99593, 4.53476
40, 6.16002, 4.76197, 5.91368, 4.33495
45, 6.36247, 4.8428, 6.15411, 4.38419
50, 6.322, 4.7711, 6.15067, 4.40507
55, 6.35814, 4.85913, 6.24225, 4.50633
60, 6.26765, 4.76013, 6.17738, 4.39181
65, 6.49593, 4.82645, 6.43006, 4.58097
70, 6.29157, 4.75964, 6.30478, 4.43696
75, 6.31493, 4.82731, 6.28569, 4.51069
80, 6.2069, 4.76931, 6.2439, 4.5234
85, 6.27672, 4.81409, 6.28676, 4.5558
90, 6.28988, 4.75596, 6.322, 4.64026
95, 6.37595, 4.71048, 6.42827, 4.61366
100, 6.19329, 4.73955, 6.21532, 4.75691
