n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 5.19304, 2.77599, 2.5876, 1.53897
15, 5.63474, 2.84275, 3.40294, 2.06665
20, 5.03555, 2.50989, 3.1633, 1.88827
25, 5.11959, 2.50898, 3.52751, 1.99041
30, 4.75162, 2.21769, 3.40581, 1.77029
35, 4.93607, 2.34056, 3.6588, 1.84884
40, 4.53668, 2.27664, 3.5669, 1.74761
45, 4.85156, 2.26059, 4.04772, 1.70642
50, 4.72216, 2.09001, 4.01258, 1.66193
55, 4.8268, 2.23136, 4.38016, 1.79591
60, 4.73121, 2.21453, 4.46484, 1.76232
65, 4.6208, 2.18042, 4.36557, 1.88968
70, 4.66848, 2.15555, 4.68482, 1.76464
75, 4.7168, 2.28279, 4.58144, 1.8854
80, 4.60957, 2.24465, 4.69373, 1.9377
85, 4.65085, 2.25718, 4.6519, 1.94462
90, 4.57506, 2.18652, 4.70789, 2.04737
95, 4.69219, 2.11393, 4.91562, 1.99395
100, 4.49082, 2.15903, 4.51987, 2.16085
