n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 5.15432, 2.74684, 2.50905, 1.51113
15, 5.64326, 2.78956, 3.33737, 1.97045
20, 5.05622, 2.5317, 3.14267, 1.9193
25, 4.95318, 2.44655, 3.33027, 1.89576
30, 4.68657, 2.1726, 3.28297, 1.64754
35, 4.86206, 2.25274, 3.54883, 1.78461
40, 4.3297, 2.20714, 3.30533, 1.63749
45, 4.61114, 2.12752, 3.73294, 1.56604
50, 4.66365, 1.9846, 3.9441, 1.48401
55, 4.63155, 2.12149, 4.08375, 1.60873
60, 4.50568, 2.06757, 4.32251, 1.55996
65, 4.52205, 2.03127, 4.20241, 1.64252
70, 4.52911, 2.00062, 4.32408, 1.57025
75, 4.43959, 2.09601, 4.44704, 1.81413
80, 4.4561, 2.04615, 4.43426, 1.62809
85, 4.28135, 2.01184, 4.30093, 1.69367
90, 4.31318, 1.93166, 4.3352, 1.70979
95, 4.34859, 1.9327, 4.41928, 1.70012
100, 4.34403, 1.91785, 4.46893, 1.75792
