n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 4.34091, 7.48403, 0.712617, 2.11017
15, 4.89398, 8.30224, 0.86817, 3.13794
20, 4.54932, 7.11315, 0.866356, 2.85939
25, 4.81749, 7.971, 0.931742, 3.00778
30, 4.90796, 6.3003, 0.830326, 2.87336
35, 5.08678, 6.99843, 1.0058, 2.95545
40, 4.21102, 7.14477, 0.91562, 2.774
45, 4.63948, 7.18413, 0.931587, 2.83314
50, 4.51893, 6.27967, 0.928766, 2.6449
55, 4.79683, 7.03272, 1.04863, 2.94416
60, 4.54825, 6.90668, 0.998376, 2.68965
65, 4.35456, 6.94565, 0.902306, 2.8472
70, 4.42509, 7.26392, 0.870595, 2.76752
75, 4.47025, 7.32659, 0.963112, 2.86303
80, 4.59522, 7.50005, 0.951177, 2.84548
85, 5.02141, 7.06033, 0.959334, 2.8444
90, 4.60195, 7.37816, 0.927633, 2.93425
95, 4.31022, 6.98835, 1.03782, 2.97554
100, 5.04894, 7.05637, 0.98765, 3.16356
