n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 2.75622, 2.74684, 1.29432, 1.51113
15, 2.94574, 2.78956, 1.61468, 1.97045
20, 2.62268, 2.5317, 1.55612, 1.9193
25, 2.537, 2.44655, 1.63761, 1.89576
30, 2.37799, 2.1726, 1.63359, 1.64754
35, 2.46136, 2.25274, 1.77095, 1.78461
40, 2.18929, 2.20714, 1.63425, 1.63749
45, 2.33149, 2.12752, 1.85894, 1.56604
50, 2.35422, 1.9846, 1.97177, 1.48401
55, 2.34442, 2.12149, 2.04823, 1.60873
60, 2.27704, 2.06757, 2.18018, 1.55996
65, 2.27005, 2.03127, 2.10491, 1.64252
70, 2.28909, 2.00062, 2.1756, 1.57025
75, 2.23394, 2.09601, 2.23518, 1.81413
80, 2.24195, 2.04615, 2.22862, 1.62809
85, 2.15082, 2.01184, 2.16651, 1.69367
90, 2.17487, 1.93166, 2.18227, 1.70979
95, 2.19303, 1.9327, 2.22641, 1.70012
100, 2.17982, 1.91785, 2.24096, 1.75792
