n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 4.44999, 7.69565, 0.830987, 2.30548
15, 4.89313, 8.26659, 1.04957, 3.40733
20, 4.77934, 7.32454, 1.10945, 3.05648
25, 4.73685, 8.4446, 1.3471, 3.35465
30, 5.27613, 6.737, 1.43052, 3.26097
35, 5.14782, 7.34039, 1.98327, 3.45474
40, 4.38758, 7.75451, 2.02355, 3.45845
45, 4.78601, 7.17404, 2.27311, 3.45286
50, 5.10593, 7.44063, 3.09201, 3.47674
55, 4.87617, 8.21686, 3.42891, 4.06788
60, 4.83703, 7.74523, 3.8816, 3.65815
65, 4.94212, 7.98482, 4.16352, 3.92603
70, 4.87001, 8.20295, 4.69973, 4.43883
75, 4.58517, 8.69093, 4.37251, 4.09032
80, 5.23364, 8.89174, 4.98965, 4.68872
85, 4.73801, 8.3354, 4.83105, 4.68079
90, 5.07767, 8.78254, 4.97021, 5.0485
95, 4.70441, 8.80095, 4.81828, 4.93962
100, 4.96544, 9.15534, 4.96468, 5.16542
