n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 4.44999, 7.69565, 0.743669, 2.18082
15, 4.89313, 8.26659, 0.876714, 3.25968
20, 4.77934, 7.32454, 0.884049, 2.92899
25, 4.73685, 8.4446, 0.983577, 3.14436
30, 5.27613, 6.737, 0.884566, 3.0034
35, 5.14782, 7.34039, 1.08067, 3.19017
40, 4.38758, 7.75451, 0.976628, 3.10398
45, 4.78601, 7.17404, 0.950328, 3.12573
50, 5.10593, 7.44063, 1.0537, 3.0776
55, 4.87617, 8.21686, 1.152, 3.46873
60, 4.83703, 7.74523, 1.10236, 3.21608
65, 4.94212, 7.98482, 1.02464, 3.29901
70, 4.87001, 8.20295, 1.00536, 3.69315
75, 4.58517, 8.69093, 1.08792, 3.31648
80, 5.23364, 8.89174, 1.15689, 3.71133
85, 4.73801, 8.3354, 1.07653, 3.68894
90, 5.07767, 8.78254, 1.08477, 3.96541
95, 4.70441, 8.80095, 1.15526, 3.79428
100, 4.96544, 9.15534, 1.15874, 3.91144
