n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 5.70885, 7.14382, 5.13693, 5.281

15, 5.03815, 7.07973, 4.33141, 5.46453
20, 4.82062, 7.02872, 4.0896, 5.55755
25, 4.97967, 7.04293, 3.84111, 5.65044
30, 4.80039, 6.99191, 3.88986, 5.76681
35, 4.71423, 7.00699, 3.72528, 5.75038
40, 4.63305, 7.00111, 3.56793, 5.82064
45, 4.79257, 6.92102, 3.78621, 5.85328
50, 4.31272, 6.841, 3.55706, 5.73431
55, 4.4617, 6.91672, 3.85743, 5.9129
60, 4.30986, 6.79177, 3.88797, 5.90524
65, 4.3304, 6.80328, 3.97493, 5.96694
70, 4.19159, 6.87307, 3.95054, 5.91146
75, 4.14973, 6.78133, 4.02451, 5.94782
80, 4.26337, 6.91212, 3.94594, 5.97507
85, 3.92453, 6.65704, 3.74259, 5.9644
90, 4.3881, 6.81702, 4.12967, 6.04485
95, 4.21356, 6.73055, 3.92422, 6.02036
100, 4.25453, 6.70596, 4.06146, 6.14191
