n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 10.9751, 6.37097, 11.2308, 6.02861
15, 11.3328, 7.20946, 11.5345, 6.83722
20, 11.2662, 7.56003, 11.484, 7.19554
25, 11.5219, 8.33216, 11.7565, 7.81569
30, 11.2875, 8.22279, 11.6289, 7.71345
35, 11.5871, 8.72526, 11.9295, 8.28605
40, 11.4771, 8.87959, 11.801, 8.54413
45, 11.6302, 9.13582, 12.0344, 8.55223
50, 11.6981, 9.20942, 12.1612, 8.79144
55, 11.6117, 9.58929, 11.8498, 9.1604
60, 11.7004, 9.56836, 11.9561, 8.91396
65, 12.0097, 10.0907, 12.1859, 9.69271
70, 12.1194, 10.209, 12.1014, 9.61228
75, 11.8716, 10.0462, 11.9403, 9.68547
80, 12.0253, 10.0354, 12.1251, 9.47723
85, 11.9232, 10.205, 11.9237, 9.94878
90, 11.9582, 10.3712, 12.043, 9.9643
95, 12.0156, 10.2288, 12.0504, 10.1263
100, 12.1595, 10.5794, 12.313, 10.1465
