n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 1.29893, 4.33117, 0.42558, 1.5566
15, 1.36327, 4.8012, 0.522425, 1.91882
20, 1.64897, 4.66766, 0.696598, 2.33719
25, 2.05904, 6.10456, 0.858686, 3.0821
30, 2.0111, 5.69029, 0.962659, 2.87131
35, 2.2923, 5.78063, 1.1176, 3.27457
40, 2.35995, 6.6371, 1.30688, 3.90595
45, 2.72794, 6.48483, 1.55046, 3.76185
50, 2.94353, 6.44333, 2.17077, 3.82385
55, 2.75878, 6.85088, 2.32003, 4.27726
60, 2.83357, 6.41902, 2.31442, 4.02054
65, 3.00416, 7.78888, 2.7504, 4.87486
70, 3.15417, 7.34441, 3.15731, 4.66145
75, 3.38003, 7.64064, 3.22914, 4.83797
80, 3.29885, 6.91654, 2.9957, 4.67648
85, 3.39607, 7.59588, 3.40993, 5.34504
90, 3.56359, 7.44587, 3.18169, 5.13351
95, 3.15041, 7.14441, 3.17637, 5.23618
100, 3.54607, 7.79964, 3.26237, 5.46263
