n, Fixed rect., Sliding rect.
10, 1.74017, 1.92778
15, 2.2334, 2.36567
20, 2.39183, 2.78904
25, 2.71037, 3.19899
30, 2.71234, 3.22239
35, 3.01261, 3.68904
40, 2.93231, 3.5837
45, 3.26679, 4.17252
50, 3.55344, 4.52614
55, 3.67488, 4.4167
60, 3.78411, 4.30262
65, 4.2751, 4.692
70, 4.40684, 4.81404
75, 4.42856, 4.95718
80, 4.52484, 4.93903
85, 4.30777, 4.85009
90, 4.41577, 4.99754
95, 4.43713, 4.91536
100, 4.5579, 5.04109
