n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 4.00463, 4.51732, 3.3328, 3.43453
15, 3.70209, 4.57972, 3.09399, 3.86918
20, 3.68745, 4.64852, 3.14436, 4.17658
25, 3.60011, 4.75564, 3.08101, 4.41648
30, 3.54515, 4.79616, 3.13423, 4.49384
35, 3.33051, 4.73575, 3.01036, 4.51215
40, 3.35981, 4.7972, 3.05012, 4.71913
45, 3.44922, 4.87988, 3.24842, 4.86331
50, 3.25829, 4.81065, 3.10008, 4.79085
55, 3.33481, 4.86322, 3.29857, 5.02186
60, 3.24502, 4.84299, 3.29314, 4.91875
65, 3.33431, 4.88306, 3.42215, 5.11107
70, 3.22797, 4.9185, 3.43931, 5.16613
75, 3.24411, 4.89962, 3.48272, 5.15997
80, 3.22501, 4.90659, 3.40789, 5.06149
85, 3.23762, 4.9246, 3.44478, 5.22304
90, 3.27872, 4.92831, 3.55456, 5.31113
95, 3.19522, 4.93487, 3.41957, 5.2269
100, 3.23201, 4.93792, 3.49175, 5.29297
