n, Fixed rect., Sliding rect.
10, 4.06782, 2.22268
15, 4.3564, 2.94796
20, 4.57416, 3.27869
25, 4.97599, 3.80065
30, 4.89744, 4.01274
35, 4.74839, 3.96491
40, 4.90151, 4.19115
45, 5.20697, 4.7549
50, 4.95203, 4.51822
55, 5.1737, 5.05345
60, 5.10667, 5.14562
65, 5.29458, 5.44208
70, 5.21117, 5.63411
75, 5.27555, 5.74327
80, 5.28177, 5.63831
85, 5.30359, 5.68721
90, 5.38043, 5.94469
95, 5.31606, 5.73725
100, 5.38078, 5.88901
