n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 1.00092, 1.95701, 0.449942, 0.773773
15, 1.10667, 1.84979, 0.612231, 1.08032
20, 1.11221, 1.79732, 0.686943, 1.26858
25, 1.29882, 1.8976, 0.870405, 1.49023
30, 1.24411, 1.86316, 0.895583, 1.51806
35, 1.26841, 1.80585, 0.990151, 1.53856
40, 1.33333, 1.81727, 1.06944, 1.6863
45, 1.44461, 1.90171, 1.24807, 1.82389
50, 1.38748, 1.8459, 1.24404, 1.77109
55, 1.43199, 1.87176, 1.39106, 1.96639
60, 1.4408, 1.85919, 1.47369, 1.88096
65, 1.51535, 1.8761, 1.57657, 2.04501
70, 1.5526, 1.91788, 1.7161, 2.10224
75, 1.58194, 1.8929, 1.76224, 2.09072
80, 1.5683, 1.89244, 1.71304, 2.00135
85, 1.57689, 1.91635, 1.73446, 2.16808
90, 1.61089, 1.91565, 1.81936, 2.25261
95, 1.62805, 1.91047, 1.80063, 2.17177
100, 1.63939, 1.91745, 1.8428, 2.22595
