n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 3.78418, 4.78902, 3.90542, 3.46599
15, 4.60219, 5.7512, 4.8063, 5.15863
20, 4.66821, 5.70881, 4.45337, 5.11279
25, 4.99134, 6.17307, 4.72323, 5.21839
30, 4.66113, 5.32678, 4.62273, 4.647
35, 5.11541, 6.18825, 4.9876, 5.09458
40, 4.67974, 5.46278, 4.5843, 4.61266
45, 5.28339, 5.69111, 5.05357, 4.68834
50, 5.66154, 5.0313, 5.35342, 4.39221
55, 5.84563, 5.99543, 5.52598, 4.79872
60, 6.15988, 5.56627, 5.44028, 4.45262
65, 6.43505, 5.68988, 5.42298, 4.80339
70, 6.59203, 5.80397, 5.5189, 4.60722
75, 6.55218, 6.0165, 5.6106, 5.23575
80, 6.65923, 5.72729, 5.58976, 4.60619
85, 6.38162, 6.19375, 5.58614, 4.92269
90, 6.50525, 6.26783, 5.43141, 5.05693
95, 6.58445, 6.23893, 5.52003, 5.07564
100, 6.5303, 6.45765, 5.59153, 5.13369
