n, Fixed rect., Sliding rect.
10, 5.15769, 5.36633
15, 6.61378, 7.35663
20, 6.88264, 7.41448
25, 7.48484, 7.86803
30, 7.28949, 7.7842
35, 8.45932, 8.44004
40, 8.06909, 8.10508
45, 9.14945, 9.08152
50, 10.1666, 9.57789
55, 10.6327, 10.2578
60, 11.1968, 10.0582
65, 11.5804, 9.98462
70, 12.0997, 10.3322
75, 12.1469, 10.3938
80, 12.3382, 10.5592
85, 11.8976, 10.5561
90, 12.079, 10.1721
95, 12.3112, 10.4234
100, 12.2402, 10.6295
