n, Fixed rect., Sliding rect.
10, 2.73212, 2.62861
15, 3.50553, 3.43912
20, 3.14906, 3.24749
25, 3.37629, 3.65687
30, 3.05548, 3.42745
35, 3.35018, 3.75631
40, 3.21287, 3.71376
45, 3.46544, 3.96086
50, 3.78513, 4.42856
55, 4.11675, 4.60416
60, 4.17344, 4.70123
65, 4.57537, 4.906
70, 4.83327, 5.20934
75, 4.90809, 5.2483
80, 4.83675, 5.42424
85, 4.86061, 5.32237
90, 4.92313, 5.39852
95, 5.07324, 5.48574
100, 4.92433, 5.45289
