n, Fixed rect., Sliding rect.
10, 9.58107, 5.38611
15, 10.9255, 7.07555
20, 10.508, 7.32911
25, 10.7139, 8.06749
30, 10.6325, 7.80217
35, 11.1263, 8.85581
40, 10.8953, 8.93378
45, 11.2914, 9.42248
50, 12.045, 10.8405
55, 12.3461, 11.2877
60, 11.6684, 10.9615
65, 12.0103, 11.3409
70, 12.5533, 12.1719
75, 12.8072, 12.4483
80, 12.7033, 12.5902
85, 12.9345, 12.2285
90, 13.0441, 12.5314
95, 13.1714, 12.8798
100, 12.7889, 12.9028
