n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 2.49964, 7.69565, 0.663413, 2.30548
15, 2.77989, 8.26659, 0.816612, 3.40733
20, 2.74, 7.32454, 0.860433, 3.05648
25, 2.74208, 8.4446, 0.977183, 3.35465
30, 2.9579, 6.737, 1.04179, 3.26097
35, 2.93737, 7.34039, 1.34907, 3.45474
40, 2.49296, 7.75451, 1.33373, 3.45845
45, 2.70531, 7.17404, 1.54733, 3.45286
50, 2.88028, 7.44063, 1.93677, 3.47674
55, 2.81502, 8.21686, 2.21042, 4.06788
60, 2.81125, 7.74523, 2.40906, 3.65815
65, 2.7733, 7.98482, 2.58814, 3.92603
70, 2.76358, 8.20295, 2.84316, 4.43883
75, 2.66674, 8.69093, 2.75977, 4.09032
80, 3.00891, 8.89174, 2.96437, 4.68872
85, 2.72153, 8.3354, 2.89162, 4.68079
90, 2.89282, 8.78254, 3.01666, 5.0485
95, 2.72436, 8.80095, 2.99633, 4.93962
100, 2.82618, 9.15534, 2.88638, 5.16542
