n, Fixed rect., Sliding rect.
10, 4.05694, 1.92778
15, 4.15465, 2.36567
20, 4.20659, 2.78904
25, 4.52649, 3.19899
30, 4.30003, 3.22239
35, 4.60433, 3.68904
40, 4.31811, 3.5837
45, 4.52543, 4.17252
50, 4.62328, 4.52614
55, 4.55254, 4.4167
60, 4.42148, 4.30262
65, 4.6159, 4.692
70, 4.59322, 4.81404
75, 4.5875, 4.95718
80, 4.71473, 4.93903
85, 4.47497, 4.85009
90, 4.59073, 4.99754
95, 4.61602, 4.91536
100, 4.71111, 5.04109
